VFR WAYPOINTS
VFR WAYPOINTS - ENCODED
WAYPOINT STATE CODE LAT LONG
ABEAM KUNOTH NT KNO S 23 32.5 E 133 33.0
ABM KILTO WA ABKL S 17 44.3 E 122 44.1
ABM TV TOWERS QLD TVT S 27 28.5 E 152 55.0
ACADEMY VIC ACE S 37 53.8 E 145 10.8
ACHERON ISLAND QLD ANI S 18 57.7 E 146 38.2
ACLAND QLD ACLD S 27 18.3 E 151 41.3
ADELAIDE CBD SA ACTY S 34 56.0 E 138 36.0
ADELAIDE RIVER BRIDGE NT ADB S 12 39.5 E 131 20.0
ADELONG NSW AOG S 35 18.5 E 148 04.0
ADMIRALTY ISLAND QLD ADI S 16 59.0 E 145 46.5
ADVENTURE WORLD WA ADWD S 32 05.7 E 115 49.1
ALAWOONA SA ALON S 34 45.0 E 140 30.0
ALBERT PARK LAKE VIC APL S 37 51.3 E 144 58.5
ALKIMOS WRECK WA AKW S 31 36.5 E 115 39.0
ALOOMBA QLD ALBA S 17 06.3 E 145 50.0
ALTONA VIC ALOA S 37 52.0 E 144 51.0
ALTONA SOUTH VIC ALTS S 37 52.7 E 144 48.6
ANGLESEA VIC ANG S 38 25.0 E 144 11.0
ANM PAPER MILL NSW APM S 36 00.0 E 146 59.0
ANNA BAY NSW ANA S 32 47.0 E 152 05.0
ANTILL PLAINS QLD ANP S 19 26.0 E 146 50.0
APPIN NSW APPN S 34 12.0 E 150 47.3
ARCADIA HS QLD ARCD S 20 52.0 E 138 04.0
ARDENT QLD AEN S 26 46.7 E 152 34.7
ARMADALE WA ARE S 32 08.6 E 116 00.8
ARROWSMITH PT NT AWP S 13 15.0 E 136 27.0
ARUNDEL SUBSTATION NSW ASU S 35 12.5 E 147 24.0
ATHERTON QLD ATN S 17 15.5 E 145 30.5
ATTUNGA NSW ATG S 30 56.0 E 150 50.3
ATV10 VIC ATV S 37 51.2 E 145 10.1
AUSTRALIAN LIVESTOCK EQUINE CENT NSW ALEC S 31 08.1 E 150 55.3
AVOCA TAS AVCA S 41 46.9 E 147 43.2
BABINDA QLD BADA S 17 20.5 E 145 55.5
BACCHUS MARSH TOWNSHIP VIC BMP S 37 40.5 E 144 26.3
